Tx_Power_dBm,Target_SNR_dB,Mean_Channel_Gain,Noise_Power_Watts,Phase_Noise_Var,BPSK_BER,QPSK_BER,8PSK_BER,16QAM_BER,64QAM_BER,256QAM_BER,Label_Best_Scheme
23.78,29.04,0.9789,0.00029787859912004054,0.03,0.0,0.0,0.0,0.0,0.00016666666666666666,0.007825,64QAM
11.68,12.02,0.9766,0.0009240925533409161,0.03,0.001,0.0015,0.017933333333333332,0.0375,0.0983,0.107925,BPSK
13.48,17.16,0.9797,0.00042907363258956166,0.03,0.0,0.0,0.0011333333333333332,0.004,0.04083333333333333,0.083475,QPSK
28.26,7.88,0.977,0.109077557040676,0.03,0.0026,0.0145,0.06799999999999999,0.09445,0.1277,0.116625,BPSK
26.01,11.39,0.9798,0.028961842932431606,0.03,0.0004,0.002,0.0238,0.0438,0.10236666666666666,0.110225,BPSK
16.58,2.04,0.9742,0.028457667347848152,0.03,0.057,0.1087,0.1688666666666667,0.17235,0.15136666666666668,0.121525,BPSK
28.28,6.17,0.975,0.1624929916555095,0.03,0.0092,0.0334,0.09699999999999999,0.11805,0.13746666666666665,0.118475,BPSK
10.91,21.34,0.9758,9.055288601792471e-05,0.03,0.0,0.0,0.00019999999999999998,0.00035,0.010133333333333333,0.0522,16QAM
20.22,19.14,0.9743,0.001283005521629406,0.03,0.0,0.0,0.0003333333333333333,0.0011,0.023499999999999997,0.07005,8PSK
15.47,18.8,0.9747,0.0004643715891119263,0.03,0.0,0.0001,0.0007333333333333333,0.00185,0.0263,0.0726,8PSK
19.55,14.29,0.9747,0.0033612731715387373,0.03,0.0,0.0002,0.006266666666666667,0.0154,0.07156666666666667,0.1001,QPSK
17.96,17.06,0.9792,0.001230011990660463,0.03,0.0,0.0,0.0012,0.0042,0.041699999999999994,0.085475,QPSK
12.15,25.58,0.9813,4.546455669721886e-05,0.03,0.0,0.0,0.0,0.0,0.0008333333333333334,0.02055,64QAM
14.86,34.5,0.9805,1.088584203668312e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001775,64QAM
17.89,13.31,0.9781,0.002868738347248722,0.03,0.0,0.0008,0.010066666666666666,0.0218,0.08366666666666667,0.10355,QPSK
12.56,16.96,0.9797,0.0003633416290796267,0.03,0.0,0.0,0.0011333333333333332,0.0043,0.04313333333333333,0.084675,QPSK
15.5,12.75,0.9791,0.0018827515754844142,0.03,0.0,0.0011,0.013,0.0262,0.08706666666666667,0.105125,BPSK
17.29,1.83,0.9806,0.035161301594244646,0.03,0.0542,0.1147,0.167,0.16975,0.1507,0.121525,BPSK
27.42,4.29,0.9767,0.20563792290741875,0.03,0.0204,0.0688,0.13353333333333334,0.14755,0.14496666666666666,0.120325,BPSK
10.8,21.54,0.9717,8.430432245551082e-05,0.03,0.0,0.0,0.00013333333333333334,0.0005,0.009466666666666667,0.0498,16QAM
13.02,8.06,0.9774,0.003127523045557439,0.03,0.0018,0.0152,0.0678,0.09625,0.12746666666666667,0.11655,BPSK
11.75,20.23,0.9736,0.00014189563598962762,0.03,0.0,0.0,0.0,0.00035,0.013933333333333332,0.060225,16QAM
20.97,32.1,0.973,7.716240249262415e-05,0.03,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.003725,64QAM
20.05,9.6,0.9761,0.011105204959978684,0.03,0.0016,0.0054,0.044199999999999996,0.06995,0.11716666666666666,0.1138,BPSK
20.37,33.47,0.9774,4.8947039144796966e-05,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.00285,64QAM
18.84,7.17,0.9761,0.014688373350446596,0.03,0.0046,0.0207,0.08046666666666667,0.10605,0.13313333333333333,0.11805,BPSK
23.09,10.04,0.9779,0.02018022907431048,0.03,0.0002,0.0048,0.038066666666666665,0.0641,0.11549999999999999,0.1134,BPSK
28.15,19.43,0.9729,0.007441358183545752,0.03,0.0,0.0,0.00046666666666666666,0.00075,0.021233333333333337,0.0674,16QAM
11.57,15.38,0.9753,0.0004156467583410209,0.03,0.0,0.0002,0.0034666666666666665,0.00915,0.0595,0.0931,QPSK
18.08,24.87,0.9819,0.00020979431088048587,0.03,0.0,0.0,0.0,5e-05,0.0014999999999999998,0.024625,16QAM
15.2,22.13,0.9786,0.00020280443824883225,0.03,0.0,0.0,6.666666666666667e-05,5e-05,0.0063,0.04585,16QAM
20.88,23.51,0.9782,0.000545742882883155,0.03,0.0,0.0,6.666666666666667e-05,0.0002,0.0030666666666666668,0.034075,16QAM
15.16,33.95,0.9799,1.3222687796758534e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.002475,64QAM
12.9,19.78,0.9761,0.00020511491493209412,0.03,0.0,0.0,0.0,0.0006,0.019866666666666668,0.06565,16QAM
18.15,34.87,0.9735,2.1285674192464924e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00205,64QAM
14.47,26.74,0.9756,5.929956310392205e-05,0.03,0.0,0.0,0.0,0.0,0.00039999999999999996,0.015925,64QAM
22.23,9.21,0.9791,0.020049533696160783,0.03,0.0016,0.0081,0.04833333333333333,0.0759,0.11969999999999999,0.11485,BPSK
26.52,18.36,0.9773,0.006546789378284676,0.03,0.0,0.0,0.0008666666666666666,0.0021,0.027433333333333334,0.074925,8PSK
24.71,22.57,0.9784,0.0016337925195776515,0.03,0.0,0.0,0.0,0.0001,0.0058,0.041725,16QAM
13.94,22.09,0.9814,0.0001532370538690441,0.03,0.0,0.0,0.0,0.0001,0.007133333333333333,0.0462,16QAM
18.85,32.18,0.9735,4.65400042399497e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.003825,64QAM
20.42,20.49,0.9771,0.000984424505759095,0.03,0.0,0.0,6.666666666666667e-05,0.0004,0.013266666666666668,0.059975,16QAM
17.38,3.45,0.9749,0.024716124353942107,0.03,0.0338,0.0783,0.14146666666666666,0.1557,0.1475,0.1213,BPSK
27.29,9.81,0.9789,0.05593798398871039,0.03,0.0004,0.0056,0.044000000000000004,0.0674,0.1164,0.11415,BPSK
21.47,25.26,0.982,0.0004170060841676236,0.03,0.0,0.0,0.0,0.0,0.0011,0.0226,16QAM
12.79,13.36,0.9765,0.0008778348331067713,0.03,0.0004,0.0012,0.010866666666666665,0.02355,0.081,0.1029,BPSK
17.72,12.91,0.9751,0.0030240659397852265,0.03,0.0002,0.0007,0.015,0.02885,0.08863333333333334,0.10465,QPSK
26.6,23.0,0.9815,0.0022927300667316642,0.03,0.0,0.0,6.666666666666667e-05,5e-05,0.004266666666666667,0.0378,16QAM
18.96,35.86,0.976,2.040139062624304e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001575,64QAM
28.23,5.21,0.9758,0.20041603993102827,0.03,0.0174,0.0508,0.11599999999999999,0.13705,0.1421,0.119625,BPSK
19.06,32.43,0.9792,4.599715566080667e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.0036,64QAM
16.95,4.03,0.9844,0.019575657877057815,0.03,0.0198,0.0635,0.13193333333333332,0.1462,0.1446,0.119825,BPSK
29.24,31.26,0.9769,0.0006270353519813066,0.03,0.0,0.0,0.0,5e-05,3.3333333333333335e-05,0.004525,64QAM
24.41,3.96,0.9754,0.11093732570966316,0.03,0.026,0.0682,0.13686666666666666,0.15355,0.1462,0.120275,BPSK
17.45,23.44,0.9761,0.00025213939043846,0.03,0.0,0.0,6.666666666666667e-05,5e-05,0.0032666666666666664,0.03395,16QAM
26.93,6.46,0.9787,0.1115501749230149,0.03,0.0072,0.0285,0.09300000000000001,0.117,0.13553333333333334,0.118425,BPSK
15.84,33.18,0.9779,1.8428316285833797e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00255,64QAM
10.13,9.14,0.9735,0.0012587492924138778,0.03,0.0012,0.0098,0.05346666666666666,0.07805,0.1203,0.1153,BPSK
19.01,15.65,0.977,0.002163858206803828,0.03,0.0002,0.0002,0.0026666666666666666,0.0083,0.056933333333333336,0.09315,QPSK
28.77,31.09,0.9777,0.0005862300484560343,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.004625,64QAM
14.76,15.99,0.9772,0.0007530375540034751,0.03,0.0,0.0,0.0023333333333333335,0.0083,0.054299999999999994,0.090825,QPSK
20.07,31.36,0.9799,7.432865487222728e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.003775,64QAM
28.36,30.55,0.973,0.0006039785716708281,0.03,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.005425,64QAM
28.15,23.89,0.9757,0.0026708097601310225,0.03,0.0,0.0,0.0,0.0,0.0030333333333333336,0.031625,16QAM
27.23,36.09,0.9815,0.00012987065342228893,0.03,0.0,0.0,0.0,0.0,0.0,0.0018,64QAM
16.88,9.35,0.9809,0.005656193027806002,0.03,0.0008,0.0074,0.04853333333333334,0.0728,0.11926666666666667,0.115,BPSK
14.62,6.07,0.9812,0.007171092967443357,0.03,0.0088,0.0335,0.10533333333333333,0.12555,0.13783333333333334,0.11915,BPSK
26.9,39.66,0.9725,5.2958331272171014e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00155,64QAM
10.75,37.24,0.9743,2.245352387923251e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.0015,64QAM
26.2,1.48,0.9758,0.2964562616831863,0.03,0.0664,0.1204,0.17606666666666668,0.17435,0.1524,0.122175,BPSK
21.8,10.59,0.9837,0.013204786533401304,0.03,0.0,0.0028,0.0328,0.0567,0.1087,0.11135,BPSK
25.87,0.79,0.9776,0.32249130572837087,0.03,0.078,0.1409,0.18453333333333333,0.1827,0.15366666666666667,0.1221,BPSK
17.39,39.74,0.9792,5.824310505426046e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.00105,64QAM
13.4,24.89,0.9783,7.098976787175844e-05,0.03,0.0,0.0,6.666666666666667e-05,0.0,0.0014999999999999998,0.0248,16QAM
29.64,9.77,0.9793,0.09721776018819346,0.03,0.0004,0.0064,0.04393333333333333,0.06645,0.11546666666666666,0.113025,BPSK
25.28,6.76,0.9761,0.07118406377523565,0.03,0.008,0.0253,0.08966666666666667,0.1145,0.13653333333333334,0.1187,BPSK
18.92,17.95,0.9741,0.0012504348905021125,0.03,0.0,0.0,0.0008666666666666666,0.0018,0.033133333333333334,0.0791,8PSK
15.05,14.67,0.9761,0.0010893977580366467,0.03,0.0,0.0002,0.005066666666666666,0.0129,0.06656666666666666,0.09775,QPSK
29.57,19.34,0.9754,0.010532079726812164,0.03,0.0,0.0,0.00039999999999999996,0.001,0.022500000000000003,0.06925,16QAM
28.55,28.55,0.9797,0.0009998650502825014,0.03,0.0,0.0,0.0,0.0,0.00023333333333333333,0.008925,64QAM
11.74,20.29,0.9774,0.00013963414963398665,0.03,0.0,0.0001,0.00013333333333333334,0.00035,0.014266666666666665,0.061475,16QAM
21.29,11.47,0.9851,0.009588834705460464,0.03,0.0006,0.0026,0.0226,0.0433,0.10110000000000001,0.109775,BPSK
15.06,22.28,0.9797,0.00018950900257419848,0.03,0.0,0.0,0.0,0.0001,0.0061333333333333335,0.044325,16QAM
24.11,38.92,0.9815,3.3053322673273934e-05,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.001425,64QAM
28.5,2.62,0.977,0.38688790216251473,0.03,0.0444,0.0997,0.15686666666666668,0.16395,0.14976666666666666,0.121375,BPSK
26.8,28.25,0.9774,0.0007174468677290642,0.03,0.0,0.0,0.0,0.0,0.00016666666666666666,0.009275,64QAM
27.17,11.09,0.9762,0.04060313905508572,0.03,0.0002,0.0019,0.027133333333333332,0.04725,0.10460000000000001,0.1104,BPSK
10.43,6.03,0.9782,0.0027500226609817576,0.03,0.0096,0.0357,0.10333333333333333,0.125,0.13743333333333332,0.119275,BPSK
24.33,11.74,0.9783,0.01816109288792777,0.03,0.0,0.0009,0.02086666666666667,0.0405,0.10010000000000001,0.1086,QPSK
12.65,21.23,0.9757,0.00013860779166482686,0.03,0.0,0.0,6.666666666666667e-05,0.0001,0.010566666666666667,0.0528,16QAM
22.93,28.5,0.9808,0.0002777960532200633,0.03,0.0,0.0,0.0,0.0,0.00016666666666666666,0.009425,64QAM
18.94,15.54,0.9761,0.0021843738481883116,0.03,0.0,0.0001,0.0036000000000000003,0.0098,0.05893333333333334,0.093825,QPSK
24.45,21.91,0.972,0.0017939298117245945,0.03,0.0,0.0,6.666666666666667e-05,0.0001,0.007933333333333334,0.045725,16QAM
16.9,19.73,0.9808,0.00052167159903871,0.03,0.0,0.0,0.00019999999999999998,0.00065,0.018066666666666665,0.065325,16QAM
20.73,34.1,0.9746,4.6072761697613676e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001675,64QAM
28.75,27.42,0.9824,0.001356944068654123,0.03,0.0,0.0,0.0,0.0,0.0003333333333333333,0.01255,64QAM
11.97,22.82,0.982,8.223400478865648e-05,0.03,0.0,0.0,0.0,0.0001,0.005399999999999999,0.0401,16QAM
18.72,20.36,0.9769,0.0006854108442704702,0.03,0.0,0.0,0.00013333333333333334,0.00055,0.013933333333333332,0.059575,16QAM
29.29,38.3,0.9767,0.00012548009685129865,0.03,0.0,0.0,0.0,0.0,0.0,0.0015,64QAM
26.45,16.78,0.9717,0.009257134753315058,0.03,0.0,0.0003,0.0013333333333333333,0.00425,0.04463333333333333,0.08695,QPSK
13.45,31.78,0.978,1.4693989329488942e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00355,64QAM
29.25,14.33,0.9765,0.031050391257097944,0.03,0.0002,0.0006,0.0076,0.0166,0.0719,0.099625,QPSK
25.7,28.59,0.9765,0.0005137187202099351,0.03,0.0,0.0,0.0,0.0,0.00023333333333333333,0.00895,64QAM
24.75,14.98,0.9786,0.009491940306354033,0.03,0.0,0.0001,0.005066666666666666,0.0128,0.0652,0.0963,QPSK
18.67,3.87,0.9793,0.030176453773567636,0.03,0.0246,0.0675,0.1342,0.1502,0.14463333333333334,0.12115,BPSK
23.65,29.45,0.9799,0.00026323534640867687,0.03,0.0,0.0,0.0,0.0,9.999999999999999e-05,0.007075,64QAM
21.46,6.79,0.9717,0.029301357234357596,0.03,0.0056,0.0252,0.08653333333333334,0.1131,0.1341,0.1183,BPSK
23.75,33.01,0.9765,0.00011852336902929614,0.03,0.0,0.0,0.0,0.0,0.0,0.0024,64QAM
12.85,37.56,0.98,3.3829983316197664e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.0015,64QAM
11.41,14.09,0.9802,0.0005389985655950207,0.03,0.0,0.0002,0.0082,0.01795,0.0738,0.1007,QPSK
10.03,9.19,0.9709,0.0012110316134204746,0.03,0.0008,0.0087,0.05246666666666667,0.079,0.11903333333333332,0.114875,BPSK
20.55,24.25,0.9796,0.00042665921868440784,0.03,0.0,0.0,0.0,0.0,0.0021,0.029525,16QAM
15.47,34.49,0.9763,1.251878891016494e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.002275,64QAM
19.49,35.21,0.976,2.6771217136321552e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.0019,64QAM
11.17,11.93,0.9773,0.0008388685763858801,0.03,0.0,0.0018,0.0212,0.04045,0.0959,0.1073,BPSK
15.01,15.43,0.9807,0.0009073105435983809,0.03,0.0,0.0,0.0027333333333333337,0.0083,0.05936666666666667,0.094575,QPSK
21.1,1.94,0.9802,0.0823401638995675,0.03,0.0566,0.1098,0.16653333333333334,0.171,0.15073333333333333,0.1217,BPSK
25.28,8.93,0.9788,0.04317173474334057,0.03,0.001,0.0081,0.0562,0.0807,0.1215,0.114825,BPSK
14.33,8.78,0.9826,0.0035887572364627467,0.03,0.0018,0.0095,0.053733333333333334,0.08115,0.12240000000000001,0.114375,BPSK
21.12,10.59,0.979,0.011307345464211374,0.03,0.0004,0.0035,0.03093333333333333,0.0543,0.10976666666666667,0.112,BPSK
16.02,9.41,0.9784,0.0045786050275645005,0.03,0.0008,0.0075,0.045066666666666665,0.07445,0.11856666666666667,0.113975,BPSK
22.98,14.81,0.9748,0.006565682577652517,0.03,0.0002,0.0,0.004666666666666667,0.013,0.06793333333333333,0.0973,QPSK
18.3,14.82,0.9741,0.0022290435011909334,0.03,0.0002,0.0003,0.005066666666666666,0.01145,0.06626666666666667,0.0972,QPSK
18.92,17.67,0.9821,0.0013317558321951498,0.03,0.0,0.0,0.0006666666666666666,0.0024,0.03443333333333334,0.080675,8PSK
